#vin	V(vpos)-V(n002)
7.339999999999888e+000	1.072800e-001
7.349999999999888e+000	1.070669e-001
7.359999999999888e+000	1.068547e-001
7.369999999999887e+000	1.066432e-001
7.379999999999887e+000	1.064327e-001
7.389999999999887e+000	1.062229e-001
7.399999999999887e+000	1.060140e-001
7.409999999999887e+000	1.058059e-001
7.419999999999886e+000	1.055984e-001
7.429999999999886e+000	1.053920e-001
7.439999999999886e+000	1.051862e-001
7.449999999999886e+000	1.049814e-001
7.459999999999885e+000	1.047771e-001
7.469999999999885e+000	1.045737e-001
7.479999999999885e+000	1.043713e-001
7.489999999999885e+000	1.041694e-001
7.499999999999885e+000	1.039684e-001
7.509999999999884e+000	1.037681e-001
7.519999999999884e+000	1.035688e-001
7.529999999999884e+000	1.033700e-001
7.539999999999884e+000	1.031721e-001
7.549999999999884e+000	1.029747e-001
7.559999999999883e+000	1.027782e-001
7.569999999999883e+000	1.025825e-001
7.579999999999883e+000	1.023874e-001
7.589999999999883e+000	1.021931e-001
7.599999999999882e+000	1.019995e-001
7.609999999999882e+000	1.018069e-001
7.619999999999882e+000	1.016147e-001
7.629999999999882e+000	1.014233e-001
7.639999999999882e+000	1.012325e-001
7.649999999999881e+000	1.010427e-001
7.659999999999881e+000	1.008534e-001
7.669999999999881e+000	1.006649e-001
7.679999999999881e+000	1.004770e-001
7.689999999999881e+000	1.002898e-001
7.699999999999880e+000	1.001034e-001
7.709999999999880e+000	9.991741e-002
7.719999999999880e+000	9.973240e-002
7.729999999999880e+000	9.954786e-002
7.739999999999879e+000	9.936428e-002
7.749999999999879e+000	9.918118e-002
7.759999999999879e+000	9.899879e-002
7.769999999999879e+000	9.881687e-002
7.779999999999879e+000	9.863591e-002
7.789999999999878e+000	9.845543e-002
7.799999999999878e+000	9.827566e-002
7.809999999999878e+000	9.809637e-002
7.819999999999878e+000	9.791803e-002
7.829999999999878e+000	9.774017e-002
7.839999999999877e+000	9.756279e-002
7.849999999999877e+000	9.738636e-002
7.859999999999877e+000	9.721041e-002
7.869999999999877e+000	9.703517e-002
7.879999999999876e+000	9.686041e-002
7.889999999999876e+000	9.668636e-002
7.899999999999876e+000	9.651279e-002
7.909999999999876e+000	9.633994e-002
7.919999999999876e+000	9.616780e-002
7.929999999999875e+000	9.599614e-002
7.939999999999875e+000	9.582520e-002
7.949999999999875e+000	9.565473e-002
7.959999999999875e+000	9.548497e-002
7.969999999999875e+000	9.531569e-002
7.979999999999874e+000	9.514713e-002
7.989999999999874e+000	9.497905e-002
7.999999999999874e+000	9.481168e-002
8.009999999999874e+000	9.464478e-002
8.019999999999874e+000	9.447861e-002
8.029999999999873e+000	9.431291e-002
8.039999999999873e+000	9.414792e-002
8.049999999999873e+000	9.398317e-002
8.059999999999873e+000	9.381938e-002
8.069999999999872e+000	9.365582e-002
8.079999999999872e+000	9.349298e-002
8.089999999999872e+000	9.333086e-002
8.099999999999872e+000	9.316897e-002
8.109999999999872e+000	9.300780e-002
8.119999999999871e+000	9.284735e-002
8.129999999999871e+000	9.268713e-002
8.139999999999871e+000	9.252763e-002
8.149999999999871e+000	9.236860e-002
8.159999999999871e+000	9.221029e-002
8.169999999999870e+000	9.205246e-002
8.179999999999870e+000	9.189510e-002
8.189999999999870e+000	9.173822e-002
8.199999999999870e+000	9.158182e-002
8.209999999999869e+000	9.142613e-002
8.219999999999869e+000	9.127092e-002
8.229999999999869e+000	9.111619e-002
8.239999999999869e+000	9.096193e-002
8.249999999999869e+000	9.080815e-002
8.259999999999868e+000	9.065509e-002
8.269999999999868e+000	9.050250e-002
8.279999999999868e+000	9.035015e-002
8.289999999999868e+000	9.019852e-002
8.299999999999868e+000	9.004760e-002
8.309999999999867e+000	8.989692e-002
8.319999999999867e+000	8.974671e-002
8.329999999999867e+000	8.959699e-002
8.339999999999867e+000	8.944798e-002
8.349999999999866e+000	8.929920e-002
8.359999999999866e+000	8.915114e-002
8.369999999999866e+000	8.900332e-002
8.379999999999866e+000	8.885622e-002
8.389999999999866e+000	8.870959e-002
8.399999999999865e+000	8.856320e-002
8.409999999999865e+000	8.841753e-002
8.419999999999865e+000	8.827233e-002
8.429999999999865e+000	8.812737e-002
8.439999999999865e+000	8.798313e-002
8.449999999999864e+000	8.783937e-002
8.459999999999864e+000	8.769584e-002
8.469999999999864e+000	8.755302e-002
8.479999999999864e+000	8.741045e-002
8.489999999999863e+000	8.726835e-002
8.499999999999863e+000	8.712697e-002
8.509999999999863e+000	8.698583e-002
8.519999999999863e+000	8.684516e-002
8.529999999999863e+000	8.670497e-002
8.539999999999862e+000	8.656526e-002
8.549999999999862e+000	8.642578e-002
8.559999999999862e+000	8.628702e-002
8.569999999999862e+000	8.614850e-002
8.579999999999862e+000	8.601069e-002
8.589999999999861e+000	8.587313e-002
8.599999999999861e+000	8.573604e-002
8.609999999999861e+000	8.559942e-002
8.619999999999861e+000	8.546305e-002
8.629999999999860e+000	8.532739e-002
8.639999999999860e+000	8.519197e-002
8.649999999999860e+000	8.505702e-002
8.659999999999860e+000	8.492255e-002
8.669999999999860e+000	8.478832e-002
8.679999999999859e+000	8.465457e-002
8.689999999999859e+000	8.452129e-002
8.699999999999859e+000	8.438849e-002
8.709999999999859e+000	8.425617e-002
8.719999999999859e+000	8.412409e-002
8.729999999999858e+000	8.399248e-002
8.739999999999858e+000	8.386135e-002
8.749999999999858e+000	8.373046e-002
8.759999999999858e+000	8.360004e-002
8.769999999999858e+000	8.347011e-002
8.779999999999857e+000	8.334041e-002
8.789999999999857e+000	8.321142e-002
8.799999999999857e+000	8.308244e-002
8.809999999999857e+000	8.295417e-002
8.819999999999856e+000	8.282614e-002
8.829999999999856e+000	8.269858e-002
8.839999999999856e+000	8.257127e-002
8.849999999999856e+000	8.244443e-002
8.859999999999856e+000	8.231807e-002
8.869999999999855e+000	8.219194e-002
8.879999999999855e+000	8.206630e-002
8.889999999999855e+000	8.194089e-002
8.899999999999855e+000	8.181620e-002
8.909999999999855e+000	8.169150e-002
8.919999999999854e+000	8.156729e-002
8.929999999999854e+000	8.144355e-002
8.939999999999854e+000	8.132029e-002
8.949999999999854e+000	8.119702e-002
8.959999999999853e+000	8.107448e-002
8.969999999999853e+000	8.095217e-002
8.979999999999853e+000	8.083010e-002
8.989999999999853e+000	8.070874e-002
8.999999999999853e+000	8.058739e-002
9.009999999999852e+000	8.046651e-002
9.019999999999852e+000	8.034611e-002
9.029999999999852e+000	8.022594e-002
9.039999999999852e+000	8.010626e-002
9.049999999999852e+000	7.998681e-002
9.059999999999851e+000	7.986760e-002
9.069999999999851e+000	7.974887e-002
9.079999999999851e+000	7.963061e-002
9.089999999999851e+000	7.951260e-002
9.099999999999850e+000	7.939482e-002
9.109999999999850e+000	7.927752e-002
9.119999999999850e+000	7.916069e-002
9.129999999999850e+000	7.904387e-002
9.139999999999850e+000	7.892776e-002
9.149999999999849e+000	7.881165e-002
9.159999999999849e+000	7.869601e-002
9.169999999999849e+000	7.858086e-002
9.179999999999849e+000	7.846594e-002
9.189999999999849e+000	7.835126e-002
9.199999999999848e+000	7.823706e-002
9.209999999999848e+000	7.812309e-002
9.219999999999848e+000	7.800937e-002
9.229999999999848e+000	7.789612e-002
9.239999999999847e+000	7.778311e-002
9.249999999999847e+000	7.767057e-002
9.259999999999847e+000	7.755828e-002
9.269999999999847e+000	7.744622e-002
9.279999999999847e+000	7.733464e-002
9.289999999999846e+000	7.722306e-002
9.299999999999846e+000	7.711220e-002
9.309999999999846e+000	7.700133e-002
9.319999999999846e+000	7.689095e-002
9.329999999999846e+000	7.678103e-002
9.339999999999845e+000	7.667112e-002
9.349999999999845e+000	7.656169e-002
9.359999999999845e+000	7.645249e-002
9.369999999999845e+000	7.634377e-002
9.379999999999845e+000	7.623529e-002
9.389999999999844e+000	7.612705e-002
9.399999999999844e+000	7.601905e-002
9.409999999999844e+000	7.591152e-002
9.419999999999844e+000	7.580400e-002
9.429999999999843e+000	7.569718e-002
9.439999999999843e+000	7.559037e-002
9.449999999999843e+000	7.548404e-002
9.459999999999843e+000	7.537794e-002
9.469999999999843e+000	7.527208e-002
9.479999999999842e+000	7.516646e-002
9.489999999999842e+000	7.506132e-002
9.499999999999842e+000	7.495642e-002
9.509999999999842e+000	7.485175e-002
9.519999999999842e+000	7.474732e-002
9.529999999999841e+000	7.464314e-002
9.539999999999841e+000	7.453942e-002
9.549999999999841e+000	7.443595e-002
9.559999999999841e+000	7.433271e-002
9.569999999999840e+000	7.422972e-002
9.579999999999840e+000	7.412720e-002
9.589999999999840e+000	7.402492e-002
9.599999999999840e+000	7.392263e-002
9.609999999999840e+000	7.382107e-002
9.619999999999839e+000	7.371950e-002
9.629999999999839e+000	7.361817e-002
9.639999999999839e+000	7.351732e-002
9.649999999999839e+000	7.341647e-002
9.659999999999839e+000	7.331610e-002
9.669999999999838e+000	7.321596e-002
9.679999999999838e+000	7.311606e-002
9.689999999999838e+000	7.301641e-002
9.699999999999838e+000	7.291722e-002
9.709999999999837e+000	7.281804e-002
9.719999999999837e+000	7.271934e-002
9.729999999999837e+000	7.262087e-002
9.739999999999837e+000	7.252240e-002
9.749999999999837e+000	7.242441e-002
9.759999999999836e+000	7.232666e-002
9.769999999999836e+000	7.222939e-002
9.779999999999836e+000	7.213211e-002
9.789999999999836e+000	7.203507e-002
9.799999999999836e+000	7.193851e-002
9.809999999999835e+000	7.184196e-002
9.819999999999835e+000	7.174587e-002
9.829999999999835e+000	7.164979e-002
9.839999999999835e+000	7.155418e-002
9.849999999999834e+000	7.145882e-002
9.859999999999834e+000	7.136369e-002
9.869999999999834e+000	7.126880e-002
9.879999999999834e+000	7.117414e-002
9.889999999999834e+000	7.107973e-002
9.899999999999833e+000	7.098556e-002
9.909999999999833e+000	7.089162e-002
9.919999999999833e+000	7.079792e-002
9.929999999999833e+000	7.070446e-002
9.939999999999833e+000	7.061124e-002
9.949999999999832e+000	7.051849e-002
9.959999999999832e+000	7.042575e-002
9.969999999999832e+000	7.033324e-002
9.979999999999832e+000	7.024097e-002
9.989999999999832e+000	7.014918e-002
1.000000000000000e+001	7.005739e-002
