#vin	V(vpos)-V(n002)
1.860000000000001e+000	1.478182e+000
1.870000000000001e+000	1.470000e+000
1.880000000000001e+000	1.461818e+000
1.890000000000002e+000	1.453636e+000
1.900000000000002e+000	1.445455e+000
1.910000000000002e+000	1.437273e+000
1.920000000000002e+000	1.429091e+000
1.930000000000002e+000	1.420909e+000
1.940000000000002e+000	1.412727e+000
1.950000000000002e+000	1.404545e+000
1.960000000000002e+000	1.396364e+000
1.970000000000002e+000	1.388182e+000
1.980000000000002e+000	1.380000e+000
1.990000000000002e+000	1.371818e+000
2.000000000000001e+000	1.363636e+000
2.010000000000001e+000	1.355455e+000
2.020000000000001e+000	1.347273e+000
2.030000000000001e+000	1.339091e+000
2.040000000000001e+000	1.330909e+000
2.050000000000000e+000	1.322727e+000
2.060000000000000e+000	1.314546e+000
2.070000000000000e+000	1.306364e+000
2.080000000000000e+000	1.298182e+000
2.089999999999999e+000	1.290000e+000
2.099999999999999e+000	1.281818e+000
2.109999999999999e+000	1.273636e+000
2.119999999999999e+000	1.265455e+000
2.129999999999999e+000	1.257273e+000
2.139999999999998e+000	1.249091e+000
2.149999999999998e+000	1.240909e+000
2.159999999999998e+000	1.232727e+000
2.169999999999998e+000	1.224545e+000
2.179999999999998e+000	1.216364e+000
2.189999999999997e+000	1.208182e+000
2.199999999999997e+000	1.200000e+000
2.209999999999997e+000	1.191816e+000
2.219999999999997e+000	1.183630e+000
2.229999999999996e+000	1.175439e+000
2.239999999999996e+000	1.167246e+000
2.249999999999996e+000	1.159049e+000
2.259999999999996e+000	1.150849e+000
2.269999999999996e+000	1.142645e+000
2.279999999999995e+000	1.134439e+000
2.289999999999995e+000	1.126229e+000
2.299999999999995e+000	1.118016e+000
2.309999999999995e+000	1.109800e+000
2.319999999999995e+000	1.101580e+000
2.329999999999994e+000	1.093357e+000
2.339999999999994e+000	1.085132e+000
2.349999999999994e+000	1.076903e+000
2.359999999999994e+000	1.068671e+000
2.369999999999993e+000	1.060435e+000
2.379999999999993e+000	1.052197e+000
2.389999999999993e+000	1.043956e+000
2.399999999999993e+000	1.035712e+000
2.409999999999993e+000	1.027464e+000
2.419999999999992e+000	1.019214e+000
2.429999999999992e+000	1.010960e+000
2.439999999999992e+000	1.002704e+000
2.449999999999992e+000	9.944444e-001
2.459999999999992e+000	9.861822e-001
2.469999999999991e+000	9.779167e-001
2.479999999999991e+000	9.696486e-001
2.489999999999991e+000	9.613774e-001
2.499999999999991e+000	9.531035e-001
2.509999999999991e+000	9.448266e-001
2.519999999999990e+000	9.365468e-001
2.529999999999990e+000	9.282641e-001
2.539999999999990e+000	9.199786e-001
2.549999999999990e+000	9.116902e-001
2.559999999999989e+000	9.033992e-001
2.569999999999989e+000	8.951051e-001
2.579999999999989e+000	8.868084e-001
2.589999999999989e+000	8.785090e-001
2.599999999999989e+000	8.702068e-001
2.609999999999988e+000	8.619494e-001
2.619999999999988e+000	8.537843e-001
2.629999999999988e+000	8.457108e-001
2.639999999999988e+000	8.377287e-001
2.649999999999988e+000	8.298371e-001
2.659999999999987e+000	8.220358e-001
2.669999999999987e+000	8.143241e-001
2.679999999999987e+000	8.067014e-001
2.689999999999987e+000	7.991672e-001
2.699999999999986e+000	7.917209e-001
2.709999999999986e+000	7.843616e-001
2.719999999999986e+000	7.770889e-001
2.729999999999986e+000	7.699020e-001
2.739999999999986e+000	7.628005e-001
2.749999999999985e+000	7.557836e-001
2.759999999999985e+000	7.488503e-001
2.769999999999985e+000	7.420001e-001
2.779999999999985e+000	7.352326e-001
2.789999999999985e+000	7.285466e-001
2.799999999999984e+000	7.219417e-001
2.809999999999984e+000	7.154169e-001
2.819999999999984e+000	7.089715e-001
2.829999999999984e+000	7.026048e-001
2.839999999999983e+000	6.963160e-001
2.849999999999983e+000	6.901045e-001
2.859999999999983e+000	6.839690e-001
2.869999999999983e+000	6.779094e-001
2.879999999999983e+000	6.719246e-001
2.889999999999982e+000	6.660135e-001
2.899999999999982e+000	6.601758e-001
2.909999999999982e+000	6.544104e-001
2.919999999999982e+000	6.487167e-001
2.929999999999982e+000	6.430936e-001
2.939999999999981e+000	6.375406e-001
2.949999999999981e+000	6.320567e-001
2.959999999999981e+000	6.266413e-001
2.969999999999981e+000	6.212933e-001
2.979999999999980e+000	6.160121e-001
2.989999999999980e+000	6.107969e-001
2.999999999999980e+000	6.056468e-001
3.009999999999980e+000	6.005611e-001
3.019999999999980e+000	5.955391e-001
3.029999999999979e+000	5.905797e-001
3.039999999999979e+000	5.856822e-001
3.049999999999979e+000	5.808461e-001
3.059999999999979e+000	5.760703e-001
3.069999999999979e+000	5.713542e-001
3.079999999999978e+000	5.666969e-001
3.089999999999978e+000	5.620978e-001
3.099999999999978e+000	5.575559e-001
3.109999999999978e+000	5.530708e-001
3.119999999999978e+000	5.486412e-001
3.129999999999977e+000	5.442669e-001
3.139999999999977e+000	5.399470e-001
3.149999999999977e+000	5.356805e-001
3.159999999999977e+000	5.314672e-001
3.169999999999976e+000	5.273058e-001
3.179999999999976e+000	5.231960e-001
3.189999999999976e+000	5.191369e-001
3.199999999999976e+000	5.151279e-001
3.209999999999976e+000	5.111682e-001
3.219999999999975e+000	5.072572e-001
3.229999999999975e+000	5.033941e-001
3.239999999999975e+000	4.995785e-001
3.249999999999975e+000	4.958093e-001
3.259999999999975e+000	4.920862e-001
3.269999999999974e+000	4.884086e-001
3.279999999999974e+000	4.847755e-001
3.289999999999974e+000	4.811866e-001
3.299999999999974e+000	4.776411e-001
3.309999999999973e+000	4.741385e-001
3.319999999999973e+000	4.706781e-001
3.329999999999973e+000	4.672594e-001
3.339999999999973e+000	4.638817e-001
3.349999999999973e+000	4.605443e-001
3.359999999999972e+000	4.572470e-001
3.369999999999972e+000	4.539888e-001
3.379999999999972e+000	4.507694e-001
3.389999999999972e+000	4.475880e-001
3.399999999999972e+000	4.444444e-001
3.409999999999971e+000	4.413378e-001
3.419999999999971e+000	4.382679e-001
3.429999999999971e+000	4.352338e-001
3.439999999999971e+000	4.322355e-001
3.449999999999970e+000	4.292719e-001
3.459999999999970e+000	4.263430e-001
3.469999999999970e+000	4.234478e-001
3.479999999999970e+000	4.205863e-001
3.489999999999970e+000	4.177577e-001
3.499999999999969e+000	4.149618e-001
3.509999999999969e+000	4.121981e-001
3.519999999999969e+000	4.094656e-001
3.529999999999969e+000	4.067645e-001
3.539999999999969e+000	4.040940e-001
3.549999999999968e+000	4.014540e-001
3.559999999999968e+000	3.988435e-001
3.569999999999968e+000	3.962626e-001
3.579999999999968e+000	3.937106e-001
3.589999999999967e+000	3.911872e-001
3.599999999999967e+000	3.886919e-001
3.609999999999967e+000	3.862243e-001
3.619999999999967e+000	3.837843e-001
3.629999999999967e+000	3.813710e-001
3.639999999999966e+000	3.789845e-001
3.649999999999966e+000	3.766239e-001
3.659999999999966e+000	3.742893e-001
3.669999999999966e+000	3.719802e-001
3.679999999999966e+000	3.696961e-001
3.689999999999965e+000	3.674369e-001
3.699999999999965e+000	3.652020e-001
3.709999999999965e+000	3.629913e-001
3.719999999999965e+000	3.608041e-001
3.729999999999965e+000	3.586404e-001
3.739999999999964e+000	3.564997e-001
3.749999999999964e+000	3.543818e-001
3.759999999999964e+000	3.522861e-001
3.769999999999964e+000	3.502126e-001
3.779999999999963e+000	3.481610e-001
3.789999999999963e+000	3.461308e-001
3.799999999999963e+000	3.441219e-001
3.809999999999963e+000	3.421338e-001
3.819999999999963e+000	3.401663e-001
3.829999999999962e+000	3.382192e-001
3.839999999999962e+000	3.362920e-001
3.849999999999962e+000	3.343844e-001
3.859999999999962e+000	3.324966e-001
3.869999999999962e+000	3.306279e-001
3.879999999999961e+000	3.287783e-001
3.889999999999961e+000	3.269475e-001
3.899999999999961e+000	3.251348e-001
3.909999999999961e+000	3.233404e-001
3.919999999999960e+000	3.215642e-001
3.929999999999960e+000	3.198054e-001
3.939999999999960e+000	3.180642e-001
3.949999999999960e+000	3.163404e-001
3.959999999999960e+000	3.146334e-001
3.969999999999959e+000	3.129432e-001
3.979999999999959e+000	3.112698e-001
3.989999999999959e+000	3.096125e-001
3.999999999999959e+000	3.079712e-001
4.009999999999959e+000	3.063459e-001
4.019999999999959e+000	3.047364e-001
4.029999999999959e+000	3.031425e-001
4.039999999999958e+000	3.015637e-001
4.049999999999958e+000	3.000000e-001
4.059999999999958e+000	2.984512e-001
4.069999999999958e+000	2.969172e-001
4.079999999999957e+000	2.953975e-001
4.089999999999957e+000	2.938924e-001
4.099999999999957e+000	2.924011e-001
4.109999999999957e+000	2.909238e-001
4.119999999999957e+000	2.894604e-001
4.129999999999956e+000	2.880106e-001
4.139999999999956e+000	2.865744e-001
4.149999999999956e+000	2.851510e-001
4.159999999999956e+000	2.837410e-001
4.169999999999956e+000	2.823439e-001
4.179999999999955e+000	2.809594e-001
4.189999999999955e+000	2.795875e-001
4.199999999999955e+000	2.782283e-001
4.209999999999955e+000	2.768810e-001
4.219999999999955e+000	2.755461e-001
4.229999999999954e+000	2.742231e-001
4.239999999999954e+000	2.729118e-001
4.249999999999954e+000	2.716122e-001
4.259999999999954e+000	2.703242e-001
4.269999999999953e+000	2.690475e-001
4.279999999999953e+000	2.677822e-001
4.289999999999953e+000	2.665279e-001
4.299999999999953e+000	2.652845e-001
4.309999999999953e+000	2.640522e-001
4.319999999999952e+000	2.628303e-001
4.329999999999952e+000	2.616191e-001
4.339999999999952e+000	2.604184e-001
4.349999999999952e+000	2.592280e-001
4.359999999999952e+000	2.580476e-001
4.369999999999951e+000	2.568774e-001
4.379999999999951e+000	2.557173e-001
4.389999999999951e+000	2.545669e-001
4.399999999999951e+000	2.534263e-001
4.409999999999950e+000	2.522953e-001
4.419999999999950e+000	2.511737e-001
4.429999999999950e+000	2.500615e-001
4.439999999999950e+000	2.489586e-001
4.449999999999950e+000	2.478650e-001
4.459999999999949e+000	2.467802e-001
4.469999999999949e+000	2.457044e-001
4.479999999999949e+000	2.446375e-001
4.489999999999949e+000	2.435794e-001
4.499999999999949e+000	2.425299e-001
4.509999999999948e+000	2.414887e-001
4.519999999999948e+000	2.404563e-001
4.529999999999948e+000	2.394321e-001
4.539999999999948e+000	2.384160e-001
4.549999999999947e+000	2.374082e-001
4.559999999999947e+000	2.364085e-001
4.569999999999947e+000	2.354167e-001
4.579999999999947e+000	2.344329e-001
4.589999999999947e+000	2.334569e-001
4.599999999999946e+000	2.324884e-001
4.609999999999946e+000	2.315276e-001
4.619999999999946e+000	2.305744e-001
4.629999999999946e+000	2.296286e-001
4.639999999999946e+000	2.286901e-001
4.649999999999945e+000	2.277589e-001
4.659999999999945e+000	2.268350e-001
4.669999999999945e+000	2.259181e-001
4.679999999999945e+000	2.250085e-001
4.689999999999944e+000	2.241056e-001
4.699999999999944e+000	2.232096e-001
4.709999999999944e+000	2.223206e-001
4.719999999999944e+000	2.214382e-001
4.729999999999944e+000	2.205627e-001
4.739999999999943e+000	2.196934e-001
4.749999999999943e+000	2.188311e-001
4.759999999999943e+000	2.179749e-001
4.769999999999943e+000	2.171252e-001
4.779999999999943e+000	2.162819e-001
4.789999999999942e+000	2.154448e-001
4.799999999999942e+000	2.146137e-001
4.809999999999942e+000	2.137890e-001
4.819999999999942e+000	2.129703e-001
4.829999999999942e+000	2.121575e-001
4.839999999999941e+000	2.113507e-001
4.849999999999941e+000	2.105496e-001
4.859999999999941e+000	2.097545e-001
4.869999999999941e+000	2.089651e-001
4.879999999999940e+000	2.081814e-001
4.889999999999940e+000	2.074034e-001
4.899999999999940e+000	2.066307e-001
4.909999999999940e+000	2.058637e-001
4.919999999999940e+000	2.051022e-001
4.929999999999939e+000	2.043462e-001
4.939999999999939e+000	2.035954e-001
4.949999999999939e+000	2.028499e-001
4.959999999999939e+000	2.021096e-001
4.969999999999939e+000	2.013745e-001
4.979999999999938e+000	2.006445e-001
4.989999999999938e+000	1.999197e-001
4.999999999999938e+000	1.991999e-001
5.009999999999938e+000	1.984851e-001
5.019999999999937e+000	1.977751e-001
5.029999999999937e+000	1.970701e-001
5.039999999999937e+000	1.963699e-001
5.049999999999937e+000	1.956744e-001
5.059999999999937e+000	1.949837e-001
5.069999999999936e+000	1.942978e-001
5.079999999999936e+000	1.936166e-001
5.089999999999936e+000	1.929398e-001
5.099999999999936e+000	1.922677e-001
5.109999999999936e+000	1.915998e-001
5.119999999999935e+000	1.909368e-001
5.129999999999935e+000	1.902781e-001
5.139999999999935e+000	1.896236e-001
5.149999999999935e+000	1.889737e-001
5.159999999999934e+000	1.883278e-001
5.169999999999934e+000	1.876862e-001
5.179999999999934e+000	1.870492e-001
5.189999999999934e+000	1.864159e-001
5.199999999999934e+000	1.857870e-001
5.209999999999933e+000	1.851621e-001
5.219999999999933e+000	1.845412e-001
5.229999999999933e+000	1.839244e-001
5.239999999999933e+000	1.833117e-001
5.249999999999933e+000	1.827028e-001
5.259999999999932e+000	1.820979e-001
5.269999999999932e+000	1.814969e-001
5.279999999999932e+000	1.808996e-001
5.289999999999932e+000	1.803062e-001
5.299999999999931e+000	1.797166e-001
5.309999999999931e+000	1.791306e-001
5.319999999999931e+000	1.785483e-001
5.329999999999931e+000	1.779699e-001
5.339999999999931e+000	1.773949e-001
5.349999999999930e+000	1.768236e-001
5.359999999999930e+000	1.762557e-001
5.369999999999930e+000	1.756916e-001
5.379999999999930e+000	1.751308e-001
5.389999999999930e+000	1.745734e-001
5.399999999999929e+000	1.740196e-001
5.409999999999929e+000	1.734693e-001
5.419999999999929e+000	1.729221e-001
5.429999999999929e+000	1.723785e-001
5.439999999999928e+000	1.718380e-001
5.449999999999928e+000	1.713009e-001
5.459999999999928e+000	1.707671e-001
5.469999999999928e+000	1.702366e-001
5.479999999999928e+000	1.697092e-001
5.489999999999927e+000	1.691849e-001
5.499999999999927e+000	1.686637e-001
5.509999999999927e+000	1.681459e-001
5.519999999999927e+000	1.676309e-001
5.529999999999927e+000	1.671190e-001
5.539999999999926e+000	1.666102e-001
5.549999999999926e+000	1.661046e-001
5.559999999999926e+000	1.656017e-001
5.569999999999926e+000	1.651018e-001
5.579999999999926e+000	1.646049e-001
5.589999999999925e+000	1.641109e-001
5.599999999999925e+000	1.636200e-001
5.609999999999925e+000	1.631317e-001
5.619999999999925e+000	1.626463e-001
5.629999999999924e+000	1.621635e-001
5.639999999999924e+000	1.616838e-001
5.649999999999924e+000	1.612067e-001
5.659999999999924e+000	1.607325e-001
5.669999999999924e+000	1.602609e-001
5.679999999999923e+000	1.597919e-001
5.689999999999923e+000	1.593256e-001
5.699999999999923e+000	1.588621e-001
5.709999999999923e+000	1.584013e-001
5.719999999999923e+000	1.579428e-001
5.729999999999922e+000	1.574872e-001
5.739999999999922e+000	1.570339e-001
5.749999999999922e+000	1.565833e-001
5.759999999999922e+000	1.561351e-001
5.769999999999921e+000	1.556895e-001
5.779999999999921e+000	1.552463e-001
5.789999999999921e+000	1.548057e-001
5.799999999999921e+000	1.543674e-001
5.809999999999921e+000	1.539316e-001
5.819999999999920e+000	1.534982e-001
5.829999999999920e+000	1.530671e-001
5.839999999999920e+000	1.526384e-001
5.849999999999920e+000	1.522121e-001
5.859999999999920e+000	1.517880e-001
5.869999999999919e+000	1.513662e-001
5.879999999999919e+000	1.509469e-001
5.889999999999919e+000	1.505299e-001
5.899999999999919e+000	1.501148e-001
5.909999999999918e+000	1.497021e-001
5.919999999999918e+000	1.492918e-001
5.929999999999918e+000	1.488836e-001
5.939999999999918e+000	1.484773e-001
5.949999999999918e+000	1.480734e-001
5.959999999999917e+000	1.476717e-001
5.969999999999917e+000	1.472721e-001
5.979999999999917e+000	1.468747e-001
5.989999999999917e+000	1.464791e-001
5.999999999999917e+000	1.460860e-001
6.009999999999916e+000	1.456945e-001
6.019999999999916e+000	1.453054e-001
6.029999999999916e+000	1.449182e-001
6.039999999999916e+000	1.445332e-001
6.049999999999915e+000	1.441498e-001
6.059999999999915e+000	1.437688e-001
6.069999999999915e+000	1.433895e-001
6.079999999999915e+000	1.430123e-001
6.089999999999915e+000	1.426370e-001
6.099999999999914e+000	1.422637e-001
6.109999999999914e+000	1.418922e-001
6.119999999999914e+000	1.415226e-001
6.129999999999914e+000	1.411550e-001
6.139999999999914e+000	1.407890e-001
6.149999999999913e+000	1.404252e-001
6.159999999999913e+000	1.400630e-001
6.169999999999913e+000	1.397028e-001
6.179999999999913e+000	1.393442e-001
6.189999999999913e+000	1.389875e-001
6.199999999999912e+000	1.386328e-001
6.209999999999912e+000	1.382797e-001
6.219999999999912e+000	1.379282e-001
6.229999999999912e+000	1.375787e-001
6.239999999999911e+000	1.372309e-001
6.249999999999911e+000	1.368847e-001
6.259999999999911e+000	1.365404e-001
6.269999999999911e+000	1.361978e-001
6.279999999999911e+000	1.358566e-001
6.289999999999910e+000	1.355174e-001
6.299999999999910e+000	1.351795e-001
6.309999999999910e+000	1.348436e-001
6.319999999999910e+000	1.345091e-001
6.329999999999910e+000	1.341765e-001
6.339999999999909e+000	1.338453e-001
6.349999999999909e+000	1.335158e-001
6.359999999999909e+000	1.331878e-001
6.369999999999909e+000	1.328614e-001
6.379999999999908e+000	1.325366e-001
6.389999999999908e+000	1.322134e-001
6.399999999999908e+000	1.318917e-001
6.409999999999908e+000	1.315715e-001
6.419999999999908e+000	1.312528e-001
6.429999999999907e+000	1.309357e-001
6.439999999999907e+000	1.306200e-001
6.449999999999907e+000	1.303060e-001
6.459999999999907e+000	1.299934e-001
6.469999999999907e+000	1.296821e-001
6.479999999999906e+000	1.293724e-001
6.489999999999906e+000	1.290643e-001
6.499999999999906e+000	1.287575e-001
6.509999999999906e+000	1.284521e-001
6.519999999999905e+000	1.281481e-001
6.529999999999905e+000	1.278455e-001
6.539999999999905e+000	1.275444e-001
6.549999999999905e+000	1.272447e-001
6.559999999999905e+000	1.269462e-001
6.569999999999904e+000	1.266494e-001
6.579999999999904e+000	1.263537e-001
6.589999999999904e+000	1.260595e-001
6.599999999999904e+000	1.257665e-001
6.609999999999904e+000	1.254749e-001
6.619999999999903e+000	1.251848e-001
6.629999999999903e+000	1.248958e-001
6.639999999999903e+000	1.246083e-001
6.649999999999903e+000	1.243219e-001
6.659999999999902e+000	1.240368e-001
6.669999999999902e+000	1.237531e-001
6.679999999999902e+000	1.234708e-001
6.689999999999902e+000	1.231894e-001
6.699999999999902e+000	1.229095e-001
6.709999999999901e+000	1.226308e-001
6.719999999999901e+000	1.223536e-001
6.729999999999901e+000	1.220772e-001
6.739999999999901e+000	1.218023e-001
6.749999999999901e+000	1.215286e-001
6.759999999999900e+000	1.212561e-001
6.769999999999900e+000	1.209848e-001
6.779999999999900e+000	1.207147e-001
6.789999999999900e+000	1.204457e-001
6.799999999999900e+000	1.201780e-001
6.809999999999899e+000	1.199112e-001
6.819999999999899e+000	1.196458e-001
6.829999999999899e+000	1.193817e-001
6.839999999999899e+000	1.191185e-001
6.849999999999898e+000	1.188564e-001
6.859999999999898e+000	1.185956e-001
6.869999999999898e+000	1.183360e-001
6.879999999999898e+000	1.180773e-001
6.889999999999898e+000	1.178198e-001
6.899999999999897e+000	1.175635e-001
6.909999999999897e+000	1.173081e-001
6.919999999999897e+000	1.170540e-001
6.929999999999897e+000	1.168008e-001
6.939999999999897e+000	1.165488e-001
6.949999999999896e+000	1.162977e-001
6.959999999999896e+000	1.160479e-001
6.969999999999896e+000	1.157992e-001
6.979999999999896e+000	1.155512e-001
6.989999999999895e+000	1.153047e-001
6.999999999999895e+000	1.150589e-001
7.009999999999895e+000	1.148143e-001
7.019999999999895e+000	1.145706e-001
7.029999999999895e+000	1.143279e-001
7.039999999999894e+000	1.140864e-001
7.049999999999894e+000	1.138458e-001
7.059999999999894e+000	1.136062e-001
7.069999999999894e+000	1.133676e-001
7.079999999999894e+000	1.131299e-001
7.089999999999893e+000	1.128933e-001
7.099999999999893e+000	1.126575e-001
7.109999999999893e+000	1.124229e-001
7.119999999999893e+000	1.121893e-001
7.129999999999892e+000	1.119566e-001
7.139999999999892e+000	1.117246e-001
7.149999999999892e+000	1.114938e-001
7.159999999999892e+000	1.112640e-001
7.169999999999892e+000	1.110349e-001
7.179999999999891e+000	1.108069e-001
7.189999999999891e+000	1.105797e-001
7.199999999999891e+000	1.103535e-001
7.209999999999891e+000	1.101282e-001
7.219999999999891e+000	1.099038e-001
7.229999999999890e+000	1.096802e-001
7.239999999999890e+000	1.094577e-001
7.249999999999890e+000	1.092360e-001
7.259999999999890e+000	1.090152e-001
7.269999999999889e+000	1.087952e-001
7.279999999999889e+000	1.085763e-001
7.289999999999889e+000	1.083579e-001
7.299999999999889e+000	1.081407e-001
7.309999999999889e+000	1.079242e-001
7.319999999999888e+000	1.077087e-001
7.329999999999888e+000	1.074939e-001
