#time	V(n002)
4.143107199947662e-004	1.493528e+000
4.163107199947663e-004	1.461987e+000
4.183107199947663e-004	1.430215e+000
4.203107199947664e-004	1.398217e+000
4.223107199947664e-004	1.365999e+000
4.243107199947665e-004	1.333565e+000
4.273107199947665e-004	1.284520e+000
4.303107199947666e-004	1.235019e+000
4.333107199947667e-004	1.185079e+000
4.353107199947667e-004	1.151551e+000
4.373107199947668e-004	1.117841e+000
4.427392914233383e-004	1.025191e+000
4.481678628519099e-004	9.316242e-001
4.535964342804814e-004	8.371398e-001
4.590250057090530e-004	7.417381e-001
4.644535771376246e-004	6.454191e-001
4.698821485661962e-004	5.481827e-001
4.753107199947677e-004	4.500291e-001
4.788821485661963e-004	3.852633e-001
4.824535771376250e-004	3.203854e-001
4.860250057090536e-004	2.553953e-001
4.895964342804823e-004	1.902931e-001
4.931678628519110e-004	1.250787e-001
4.967392914233396e-004	5.975219e-002
5.003107199947683e-004	-5.686501e-003
5.050250057090541e-004	-9.213577e-002
5.097392914233399e-004	-1.783159e-001
5.144535771376258e-004	-2.642269e-001
5.191678628519115e-004	-3.498687e-001
5.238821485661974e-004	-4.352414e-001
5.285964342804832e-004	-5.203449e-001
5.333107199947691e-004	-6.051793e-001
5.377392914233406e-004	-6.843635e-001
5.421678628519121e-004	-7.628676e-001
5.465964342804836e-004	-8.406913e-001
5.510250057090552e-004	-9.178349e-001
5.554535771376268e-004	-9.942983e-001
5.598821485661982e-004	-1.070081e+000
5.643107199947698e-004	-1.145184e+000
5.673107199947699e-004	-1.195459e+000
5.703107199947700e-004	-1.245310e+000
5.733107199947700e-004	-1.294718e+000
5.763107199947701e-004	-1.343665e+000
5.783107199947701e-004	-1.376033e+000
5.803107199947702e-004	-1.408184e+000
5.823107199947702e-004	-1.440112e+000
5.843107199947703e-004	-1.471812e+000
5.863107199947703e-004	-1.503281e+000
5.873107199947704e-004	-1.518926e+000
5.883107199947704e-004	-1.534512e+000
5.893107199947704e-004	-1.550037e+000
5.903107199947704e-004	-1.565500e+000
5.913107199947705e-004	-1.580902e+000
5.923107199947705e-004	-1.596242e+000
5.933107199947705e-004	-1.611518e+000
5.943107199947705e-004	-1.626731e+000
5.953107199947706e-004	-1.641879e+000
5.963107199947706e-004	-1.656963e+000
5.973107199947706e-004	-1.671982e+000
5.983107199947706e-004	-1.686934e+000
5.993107199947707e-004	-1.701820e+000
6.003107199947707e-004	-1.716638e+000
6.013107199947707e-004	-1.731389e+000
6.023107199947707e-004	-1.746072e+000
6.033107199947708e-004	-1.760685e+000
6.043107199947708e-004	-1.775229e+000
6.053107199947708e-004	-1.789703e+000
6.063107199947708e-004	-1.804109e+000
6.123107199947710e-004	-1.892986e+000
6.183107199947711e-004	-1.976546e+000
6.243107199947713e-004	-2.054789e+000
6.303107199947714e-004	-2.127716e+000
6.363107199947716e-004	-2.195325e+000
6.423107199947717e-004	-2.257618e+000
6.483107199947718e-004	-2.314593e+000
6.580250057090578e-004	-2.379341e+000
6.677392914233438e-004	-2.435124e+000
6.774535771376297e-004	-2.481942e+000
6.871678628519157e-004	-2.519793e+000
6.968821485662016e-004	-2.548680e+000
7.065964342804875e-004	-2.568601e+000
7.163107199947735e-004	-2.579556e+000
7.321678628519167e-004	-2.598262e+000
7.480250057090600e-004	-2.605207e+000
7.638821485662032e-004	-2.600391e+000
7.797392914233465e-004	-2.583815e+000
7.955964342804897e-004	-2.555477e+000
8.114535771376330e-004	-2.515380e+000
8.273107199947762e-004	-2.463521e+000
8.350250057090621e-004	-2.428672e+000
8.427392914233480e-004	-2.382276e+000
8.504535771376340e-004	-2.324332e+000
8.581678628519199e-004	-2.254841e+000
8.658821485662057e-004	-2.173803e+000
8.735964342804916e-004	-2.081216e+000
8.813107199947775e-004	-1.977083e+000
8.823107199947775e-004	-1.963491e+000
8.933107199947778e-004	-1.809545e+000
8.943107199947778e-004	-1.795165e+000
8.953107199947779e-004	-1.780717e+000
8.963107199947779e-004	-1.766199e+000
8.973107199947779e-004	-1.751612e+000
8.983107199947779e-004	-1.736956e+000
8.993107199947779e-004	-1.722230e+000
9.003107199947780e-004	-1.707438e+000
