0,0
0.0598,0
0.1196,0
0.1794,0
0.2392,0
0.299,0
0.3588,0
0.4186,0
0.4784,0
0.5382,0
0.598,0
0.6578,0
0.7176,0
0.7774,0
0.8372,0
0.897,0
0.9568,0
1,0
1,8.9104
1,8.9104
1.0381,7.2925
1.071,4.3763
1.1142,0.54007
1.1604,-1.9352
1.1948,-2.4313
1.1948,-2.4313
1.2439,-1.7469
1.2929,-0.50644
1.3527,0.50599
1.3896,0.66264
1.3896,0.66264
1.4494,0.40447
1.5092,0.011242
1.569,-0.17346
1.5844,-0.18039
1.5844,-0.18039
1.6442,-0.11011
1.704,-0.0030605
1.7638,0.04722
1.7793,0.049108
1.7793,0.049108
1.8391,0.029975
1.8989,0.00083315
1.9587,-0.012855
1.9741,-0.013368
1.9741,-0.013368
2.0339,-0.00816
2.0937,-0.00022681
2.1535,0.0034994
2.169,0.0036393
2.169,0.0036393
2.2288,0.0022214
2.2886,6.1744e-005
2.3484,-0.00095264
2.3639,-0.00099072
2.3639,-0.00099072
2.4237,-0.00060472
2.4835,-1.6808e-005
2.5433,0.00025934
2.5587,0.0002697
2.5587,0.0002697
2.6185,0.00016462
2.6783,4.5757e-006
2.7381,-7.0598e-005
2.7536,-7.3421e-005
2.7536,-7.3421e-005
2.8134,-4.4815e-005
2.8732,-1.2456e-006
2.933,1.9219e-005
2.9485,1.9989e-005
2.9485,1.9989e-005
2.99,1.5766e-005
