#IC [mA] VCE[V]
1.47	9.29
1.39	9.30
1.18	9.31
0.99	9.32

#2.4	19.6	1.15
#200	19.37	1.131
#400	19.18	1.128
#600	18.91	1.125
#800	18.52	1.137
#1000	18.01	1.21
